Year	Grid	Season	Tag	Mass	Status
Y2007	GC	May	C8603	26	None
Y2006	GC	July	C8605	19	None
Y2006	GC	August	C8605	25	None
Y2006	GC	September	C8610	18	None
Y2006	GC	October	C8615	19	None
Y2006	GC	October	C8616	25	None
Y2007	GC	May	C8622	29	None
Y2007	GC	July	C8622	27	None
Y2007	GC	August	C8622	28	None
Y2007	GC	August	C8622	29	None
Y2006	GC	September	C8626	22	None
Y2006	GC	August	C8626	26	None
Y2006	GC	October	C8633	21	None
Y2006	GC	September	C8634	18	None
Y2006	GC	October	C8634	24	None
Y2006	GC	September	C8636	28	None
Y2007	GC	May	C8636	30	None
Y2007	GC	August	C8636	29	None
Y2007	GC	August	C8636	32	None
Y2007	GC	September	C8636	32	None
Y2006	GC	October	C8637	22	None
Y2006	GC	August	C8637	23	None
Y2007	GC	May	C8640	26	None
Y2007	GC	June	C8640	26	None
Y2007	GC	May	C8642	23	None
Y2007	GC	June	C8642	24	None
Y2007	GC	July	C8642	27	None
Y2007	GC	June	C8645	18	None
Y2006	GC	August	C8651	20	None
Y2006	GC	August	C8654	20	None
Y2007	GC	May	C8654	24	None
Y2007	GC	June	C8654	26	None
Y2007	GC	July	C8654	26	None
Y2007	GC	August	C8654	27	None
Y2007	GC	May	C8657	28	None
Y2007	GC	June	C8657	27	None
Y2007	GC	July	C8657	31	None
Y2007	GC	August	C8657	29	None
Y2006	GC	August	C8659	25	None
Y2006	GC	October	C8663/H1300	18	None
Y2006	GC	September	C8670	24	None
Y2006	GC	September	C8672	21	None
Y2006	GC	September	C8673	19	None
Y2006	GC	August	C8674	19	None
Y2006	GC	August	C8676	17	None
Y2006	GC	August	C8679	22	None
Y2006	GC	August	C8682	22	None
Y2006	GC	September	C8682	21	None
Y2006	GC	September	C8685	27	None
Y2007	GC	May	C8685	30	None
Y2006	GC	August	C8687	29	None
Y2006	GC	August	C8689	18	None
Y2006	GC	September	C8689	22	None
Y2006	GC	September	C8689	22	None
Y2006	GC	October	C8689	23	None
Y2006	GC	August	C8689	24	None
Y2006	GC	September	C8693	27	None
Y2006	GC	September	C8693	30	None
Y2006	GC	October	C8693	26	None
Y2006	GC	September	C8694	26	None
Y2006	GC	October	C8697	21	None
Y2006	GC	September	C8698	21	None
Y2006	GC	October	C8698	22	None
Y2006	GC	September	C8700	23	None
Y2006	GC	October	C8700	21	None
Y2004	HC	July	C8704	19	None
Y2004	HE	July	C8704	20	None
Y2004	HC	July	C8709	20	None
Y2004	HC	September	C8709	22	None
Y2004	HC	September	C8709	25	None
Y2004	HC	October	C8710	23	None
Y2004	HC	October	C8715	24	None
Y2004	HC	September	C8717	23	None
Y2004	HC	October	C8717	24	None
Y2004	HC	July	C8726	24	None
Y2004	HC	July	C8727	22	None
Y2004	HC	July	C8736	18	None
Y2004	HC	July	C8741	20	None
Y2004	HC	October	C8750	14	None
Y2007	HC	May	C8751	24	None
Y2007	HC	May	C8752	26	None
Y2004	HC	July	C8762	18	None
Y2004	HC	July	C8768	21	None
Y2004	HC	July	C8770	20	None
Y2004	HC	July	C8772	19	None
Y2004	HC	July	C8773	23	None
Y2004	HC	July	C8774	21	None
Y2004	HC	July	C8775	23	None
Y2004	HC	July	C8776	19	None
Y2004	HC	July	C8779	17	None
Y2007	HC	July	C8794	19	None
Y2007	HC	July	C8794	20	None
Y2007	HC	August	C8794	20	None
Y2007	HC	September	C8794	21	None
Y2007	HC	October	C8794	22	None
Y2007	HC	October	C8794	22	None
Y2007	HC	July	C8799	19	None
Y2007	HC	July	C8799	19	None
Y2007	HC	July	C8800	17	None
Y2007	HC	July	C8800	17	None
Y2007	HC	August	C8800	19	None
Y2007	HC	September	C8800	28	None
Y2007	HC	October	C8800	24	None
Y2007	HC	October	C8800	21	None
Y2003	HC	October	C8802	19	None
Y2003	HC	November	C8802	24	None
Y2003	HC	October	C8805	19	None
Y2003	HC	October	C8805	19	None
Y2003	HC	October	C8806	22	None
Y2004	HC	July	C8806	22	None
Y2003	HC	November	C8806	23	None
Y2004	HC	July	C8812	23	None
Y2004	HC	September	C8812	25	None
Y2004	HC	September	C8812	29	None
Y2004	HC	July	C8817	22	None
Y2004	HC	September	C8817	24	None
Y2004	HC	October	C8817	21	None
Y2003	HC	October	C8828	20	None
Y2005	HC	September	C8841	25	None
Y2005	HC	September	C8841	22	None
Y2005	HC	September	C8842	24	None
Y2005	HC	September	C8842	22	None
Y2005	HC	September	C8845	24	None
Y2003	HC	October	C8852	22	None
Y2003	HC	October	C8853	17	None
Y2004	HC	July	C8858	25	None
Y2004	HC	September	C8858	27	None
Y2004	HC	October	C8858	27	None
Y2004	HC	July	C8859	24	None
Y2004	HC	July	C8860	22	None
Y2004	HC	September	C8860	24	None
Y2004	HC	October	C8860	22	None
Y2004	HC	July	C8863	25	None
Y2004	HC	September	C8863	29	None
Y2004	HC	October	C8863	25	None
Y2004	HC	July	C8868	20	None
Y2004	HC	September	C8868	24	None
Y2004	HC	October	C8868	22	None
Y2005	HC	October	C8872	24	None
Y2005	HC	September	C8873	18	None
Y2004	HC	October	C8877	21	None
Y2004	HC	July	C8880	21	None
Y2004	HC	July	C8899	21	None
Y2004	HC	September	C8899	24	None
Y2004	HC	September	C8899	18	None
Y1991	HC	December	C89	25.5	None
Y2004	GC	May	C8918	24	None
Y2004	GC	June	C8918	24	None
Y2004	GC	July	C8918	25	None
Y2004	GC	August	C8918	22	None
Y2004	GC	August	C8918	23	None
Y2004	GC	September	C8918	24	None
Y2004	GC	October	C8918	25	None
Y2004	GC	September	C8918	27	None
Y2004	GC	May	C8949	25	None
Y2004	GC	June	C8949	24	None
Y2004	GC	July	C8949	25	None
Y2004	GC	August	C8949	21	None
Y2004	GC	August	C8949	24	None
Y2004	GC	September	C8949	24	None
Y2004	GC	October	C8949	24	None
Y2004	GC	September	C8949	26	None
Y2004	GC	July	C8951	16	None
Y2004	GC	August	C8951	19	None
Y2004	GC	July	C8956	16	None
Y2004	GC	August	C8956	18	None
Y2004	GC	October	C8956	21	None
Y2004	GC	October	C8956	21	None
Y2004	GC	September	C8956	22	None
Y2004	GC	August	C8957	16	None
Y2004	GC	July	C8961	16	None
Y2004	GC	August	C8961	15	None
Y2004	GC	August	C8961	18	None
Y2004	GC	August	C8966	19	None
Y2004	GC	August	C8967	18	None
Y2004	GC	October	C8975	18	None
Y2004	GC	September	C8975	19	None
Y2004	GC	August	C8977	21	None
Y2004	GC	August	C8978	20	None
Y2004	GC	August	C8981	19	None
Y2004	GC	September	C8981	18	None
Y2004	GC	August	C8982	21	None
Y2004	GC	October	C8982	24	None
Y2004	GC	July	C8983	26	None
Y2004	GC	August	C8983	26	None
Y2004	GC	August	C8983	26	None
Y2004	GC	October	C8983	27	None
Y2004	GC	July	C8985	20	None
Y2004	GC	August	C8985	19	None
Y2004	GC	August	C8985	19	None
Y2004	GC	July	C8986	19	None
Y2004	GC	July	C8988	15	None
Y2004	GC	August	C8988	15	None
Y2004	GC	August	C8988	15	None
Y2004	GC	September	C8988	18	None
Y2004	GC	October	C8988	18	None
Y2004	GC	July	C8992	24	None
Y2004	GC	July	C8996	22	None
Y2004	GC	August	C8996	22	None
Y2004	GC	July	C8997	19	None
Y2004	GC	July	C8999	18	None
Y2004	GC	August	C8999	17	None
Y2004	GC	August	C8999	19	None
Y2004	GC	September	C8999	23	None
Y2004	GC	October	C8999	19	None
Y2004	GC	July	C9002	20	None
Y2004	GC	August	C9002	17	None
Y2004	GC	August	C9002	23	None
Y2004	GC	July	C9003	19	None
Y2004	GC	August	C9003	18	None
Y2004	GC	July	C9004	18	None
Y2004	GC	July	C9007	16	None
Y2004	GC	August	C9007	17	None
Y2004	GC	August	C9007	19	None
Y2004	GC	July	C9008	20	None
Y2004	GC	August	C9008	20	None
Y2004	GC	October	C9008	22	None
Y2004	GC	July	C9009	19	None
Y2004	GC	July	C9010	17	None
Y2004	GC	August	C9010	18	None
Y2004	GC	August	C9012	20	None
Y2004	GC	August	C9013	16	None
Y2004	GC	October	C9017	19	None
Y2004	GC	August	C9023	19	None
Y2004	GC	August	C9024	18	None
Y2004	GC	August	C9024	19	None
Y2004	GC	September	C9024	22	None
Y2004	GC	August	C9031	19	None
Y2004	GC	August	C9031	18	None
Y2004	GC	August	C9032	26	None
Y2004	GC	August	C9032	26	None
Y2004	GC	October	C9032	25	None
Y2004	GC	October	C9032	27	None
Y2004	GC	August	C9035	16	None
Y2004	GC	August	C9036	20	None
Y2004	GC	August	C9036	23	None
Y2004	GC	August	C9040	20	None
Y2004	GC	August	C9040	24	None
Y2004	GC	September	C9042	20	None
Y2004	GC	October	C9048	24	None
Y2004	GC	August	C9051	15	None
Y2004	GC	September	C9051	19	None
Y2004	GC	August	C9052	20	None
Y2004	GC	October	C9052	21	None
Y2004	GC	August	C9054	21	None
Y2004	GC	September	C9054	22	None
Y2004	GC	October	C9054	21	None
Y2004	GC	August	C9055	18	None
Y2004	GC	September	C9055	20	None
Y2004	GC	September	C9055	22	None
Y2004	GC	August	C9057	20	None
Y2004	GC	August	C9059	19	None
Y2004	GC	August	C9059	22	None
Y2004	GC	September	C9059	21	None
Y2004	GC	October	C9059	19	None
Y2004	GC	October	C9059	20	None
Y2004	GC	August	C9060	17	None
Y2004	GC	August	C9063	14	None
Y2004	GC	August	C9063	19	None
Y2004	GC	August	C9064	19	None
Y2004	GC	August	C9069	22	None
Y2004	GC	September	C9069	22	None
Y2004	GC	October	C9069	20	None
Y2004	GC	October	C9069	21	None
Y2004	GC	August	C9071	18	None
Y2004	GC	August	C9071/C9011	18	None
Y2004	GC	October	C9071/C9011	20	None
Y2004	GC	August	C9072	16	None
Y2004	GC	August	C9074	16	None
Y2004	GC	August	C9075	17	None
Y2004	GC	October	C9079	26	None
Y2005	GC	September	C9080	20	None
Y2005	GC	September	C9080	23	None
Y2004	GC	October	C9086	20	None
Y2004	GC	October	C9087	25	None
Y2004	GC	October	C9087	23	None
Y2004	GC	October	C9089	23	None
Y2004	GC	October	C9090	21	None
Y2004	GC	October	C9091	19	None
Y2004	GC	October	C9093	22	None
Y2004	GC	October	C9094	26	None
Y2006	GC	September	C9104	18	None
Y2006	GC	September	C9104	21	None
Y2005	GC	September	C9109	24	None
Y2005	GC	September	C9110	25	None
Y2005	GC	September	C9116	25	None
Y2005	GC	October	C9116	30	None
Y2005	GC	September	C9122	18	None
Y2005	GC	September	C9124	19	None
Y2005	GC	October	C9124	20	None
Y2006	GC	May	C9124	26	None
Y2006	GC	June	C9124	31	None
Y2006	GC	July	C9124	27	None
Y2006	GC	May	C9124	29	None
Y2006	GC	July	C9124/C8536	28	None
Y2006	GC	August	C9124/C8536	32	None
Y2006	GC	September	C9124/C8536	31	None
Y2006	GC	September	C9124/C8536	30	None
Y2006	GC	October	C9124/C8536	29	None
Y2005	GC	October	C9156	17	None
Y2006	GC	May	C9175	25	None
Y2005	GC	September	C9182	17	None
Y2005	GC	September	C9183	16	None
Y2005	GC	October	C9186	20	None
Y2005	GC	September	C9187	28	None
Y2006	GC	May	C9204	26	None
Y2006	GC	June	C9204	23	None
Y2006	GC	July	C9204	25	None
Y2006	GC	April	C9204	25	None
Y2006	GC	June	C9205	26	None
Y2006	GC	July	C9205	24	None
Y2006	GC	May	C9230	24	None
Y2006	GC	May	C9237	21	None
Y2006	GC	June	C9237	19	None
Y2006	GC	June	C9238	20	None
Y2006	GC	July	C9238	21	None
Y2006	GC	July	C9238	20	None
Y2006	GC	August	C9238	24	None
Y2006	GC	September	C9238	25	None
Y2006	GC	September	C9238	26	None
Y2006	GC	July	C9252	23	None
Y2006	GC	July	C9252	25	None
Y2006	GC	August	C9252	25	None
Y2006	GC	September	C9252	27	None
Y2006	GC	October	C9252	32	None
Y2006	GC	August	C9252	28	None
Y2007	GC	June	C9252	31	None
Y2007	GC	July	C9252	33	None
Y2007	GC	August	C9252	32	None
Y2007	GC	August	C9252	32	None
Y2007	GC	September	C9252	32	None
Y2007	GC	October	C9252	31	None
Y2007	GC	August	C9252	32	None
Y2006	GC	May	C9253	29	None
Y2006	GC	May	C9255	23	None
Y2006	GC	June	C9255	27	None
Y2006	GC	July	C9255	24	None
Y2006	GC	May	C9257	21	None
Y2006	GC	June	C9257	22	None
Y2006	GC	July	C9257	23	None
Y2006	GC	July	C9257	23	None
Y2006	GC	August	C9257	25	None
Y2006	GC	September	C9257	24	None
Y2006	GC	September	C9257	25	None
Y2006	GC	October	C9257	27	None
Y2006	GC	August	C9257	25	None
Y2006	GC	June	C9266	21	None
Y2006	GC	May	C9277	19	None
Y2006	GC	May	C9277	22	None
Y2006	GC	May	C9280	19	None
Y2006	GC	June	C9289	17	None
Y2006	GC	July	C9289	19	None
Y2006	GC	June	C9290	20	None
Y2006	GC	July	C9291	18	None
Y2006	GC	June	C9297	25	None
Y2006	GC	July	C9297	25	None
Y2006	GC	July	C9297	26	None
Y2007	GC	May	C9297	30	None
Y2007	GC	June	C9297	29	None
Y2007	GC	July	C9297	30	None
Y2006	GC	June	C9299	25	None
Y2006	GC	July	C9299	25	None
Y2006	GC	July	C9299	28	None
Y2006	GC	August	C9299	32	None
Y2006	GC	September	C9299	30	None
Y2006	GC	October	C9299	28	None
Y2004	GC	May	C9309	24	None
Y2004	GC	June	C9309	22	None
Y2004	GC	May	C9313	22	None
Y2004	GC	June	C9313	23	None
Y2004	GC	July	C9313	23	None
Y2004	GC	August	C9313	23	None
Y2004	GC	September	C9313	23	None
Y2004	GC	October	C9313	25	None
Y2004	GC	October	C9313	24	None
Y2004	GC	July	C9318	15	None
Y2004	GC	August	C9318	14	None
Y2004	GC	August	C9318	16	None
Y2004	GC	September	C9318	18	None
Y2004	GC	October	C9318	18	None
Y2004	GC	October	C9318	18	None
Y2004	GC	September	C9318	20	None
Y2004	GC	June	C9326	18	None
Y2004	GC	July	C9326	21	None
Y2004	GC	August	C9326	20	None
Y2004	GC	August	C9326	23	None
Y2004	GC	July	C9334	20	None
Y2004	GC	August	C9334	20	None
Y2004	GC	July	C9335	15	None
Y2004	GC	August	C9335	17	None
Y2004	GC	August	C9335	19	None
Y2004	GC	September	C9335	18	None
Y2004	GC	October	C9335	20	None
Y2004	GC	July	C9341	18	None
Y2004	GC	August	C9341	17	None
Y2004	GC	August	C9341	19	None
Y2004	GC	July	C9342	17	None
Y2004	GC	August	C9342	17	None
Y2004	GC	August	C9342	19	None
Y2004	GC	August	C9348	16	None
Y2004	GC	July	C9349	17	None
Y2004	GC	August	C9349	18	None
Y2004	GC	August	C9349	21	None
Y2004	GC	September	C9349	22	None
Y2004	GC	October	C9349	20	None
Y2004	GC	September	C9349	23	None
Y2004	GC	July	C9350	16	None
Y2004	GC	June	C9353	19	None
Y2004	GC	July	C9353	20	None
Y2004	GC	June	C9358	18	None
Y2004	GC	July	C9361	19	None
Y2004	GC	August	C9363	22	None
Y2004	GC	August	C9363	23	None
Y2004	GC	September	C9363	21	None
Y2004	GC	October	C9363	22	None
Y2004	GC	July	C9365	19	None
Y2004	GC	August	C9365	21	None
Y2004	GC	July	C9370	18	None
Y2004	GC	August	C9370	19	None
Y2004	GC	August	C9370	17	None
Y2004	GC	September	C9370	17	None
Y2004	GC	October	C9370	19	None
Y2004	GC	August	C9371	16	None
Y2004	GC	August	C9371	19	None
Y2004	GC	September	C9371	18	None
Y2004	GC	October	C9371	20	None
Y2004	GC	August	C9374	19	None
Y2004	GC	August	C9374	20	None
Y2004	GC	July	C9375	20	None
Y2004	GC	May	C9378	25	None
Y2004	GC	May	C9381	22	None
Y2004	GC	July	C9381	22	None
Y2004	GC	August	C9381	25	None
Y2004	GC	June	C9383	16	None
Y2004	GC	July	C9383	18	None
Y2004	GC	August	C9383	18	None
Y2004	GC	August	C9383	19	None
Y2004	GC	September	C9383	20	None
Y2004	GC	June	C9394	20	None
Y2004	GC	July	C9394	22	None
Y2004	GC	June	C9398	19	None
Y2004	GC	May	C9402	22	None
Y2004	GC	June	C9402	21	None
Y2004	GC	July	C9402	22	None
Y2004	GC	August	C9402	22	None
Y2004	GC	August	C9402	22	None
Y2004	GC	June	C9409	21	None
Y2004	GC	July	C9410	15	None
Y2004	GC	August	C9410	18	None
Y2004	GC	August	C9410	19	None
Y2004	GC	September	C9410	20	None
Y2004	GC	September	C9410	20	None
Y2004	GC	July	C9415	18	None
Y2004	GC	August	C9415	17	None
Y2004	GC	August	C9415	18	None
Y2004	GC	September	C9415	22	None
Y2004	GC	July	C9419	19	None
Y2004	GC	August	C9419	17	None
Y2004	GC	August	C9419	18	None
Y2004	GC	June	C9423	21	None
Y2004	GC	July	C9423	20	None
Y2004	GC	August	C9423	21	None
Y2004	GC	August	C9423	22	None
Y2004	GC	September	C9423	27	None
Y2004	GC	October	C9423	24	None
Y2004	GC	July	C9426	21	None
Y2004	GC	August	C9426	23	None
Y2004	GC	August	C9426	21	None
Y2004	GC	September	C9426	21	None
Y2004	GC	October	C9426	21	None
Y2004	GC	July	C9428	17	None
Y2004	GC	August	C9428	18	None
Y2004	GC	August	C9428	18	None
Y2004	GC	July	C9434	19	None
Y2004	GC	October	C9434	23	None
Y2004	GC	October	C9434	22	None
Y2004	GC	June	C9436	21	None
Y2004	GC	June	C9437	22	None
Y2004	GC	July	C9437	20	None
Y2004	GC	August	C9437	20	None
Y2004	GC	August	C9437	23	None
Y2004	GC	September	C9437	21	None
Y2004	GC	September	C9437	23	None
Y2004	GC	June	C9438	17	None
Y2004	GC	June	C9439	21	None
Y2004	GC	June	C9442	15	None
Y2004	GC	June	C9443	17	None
Y2004	GC	July	C9443	16	None
Y2004	GC	August	C9443	17	None
Y2004	GC	August	C9443	19	None
Y2004	GC	September	C9443	20	None
Y2004	GC	October	C9443	19	None
Y2004	GC	October	C9443	20	None
Y2004	GC	June	C9445	17	None
Y2004	GC	July	C9445	20	None
Y2004	GC	July	C9454	18	None
Y2004	GC	July	C9455	17	None
Y2004	GC	August	C9455	16	None
Y2004	GC	August	C9455	19	None
Y2004	GC	September	C9455	22	None
Y2004	GC	October	C9455	20	None
Y2004	GC	July	C9456	15	None
Y2004	GC	August	C9456	18	None
Y2004	GC	July	C9458	15	None
Y2004	GC	August	C9458	16	None
Y2004	GC	August	C9460	18	None
Y2004	GC	July	C9461	16	None
Y2004	GC	August	C9461	19	None
Y2004	GC	October	C9473	19	None
Y2004	GC	October	C9473	21	None
Y2004	GC	October	C9474	22	None
Y2004	GC	August	C9478	19	None
Y2004	GC	August	C9478	21	None
Y2004	GC	July	C9484	21	None
Y2004	GC	June	C9486	15	None
Y2004	GC	July	C9486	19	None
Y2004	GC	August	C9486	19	None
Y2004	GC	August	C9486	22	None
Y2004	GC	September	C9486	21	None
Y2004	GC	October	C9486	21	None
Y2004	GC	June	C9489	13	None
Y2004	GC	August	C9489	17	None
Y2004	GC	August	C9489	19	None
Y2004	GC	August	C9491	20	None
Y2004	GC	August	C9492	17	None
Y2004	GC	August	C9497	18	None
Y2004	GC	September	C9497	18	None
Y2004	GC	August	C9499	27	None
Y2004	GC	September	C9499	19	None
Y2004	GC	August	C9500	24	None
Y2004	GC	October	C9500	23	None
Y2004	TC	September	C9501	15	None
Y2004	TC	September	C9503	24	None
Y2004	TC	September	C9510/C9936	24	None
Y2004	TC	September	C9511	16	None
Y2004	TC	August	C9512	22	None
Y2004	TC	September	C9513	18	None
Y2004	TC	September	C9515	24	None
Y2004	TC	October	C9515	23	None
Y2004	TC	August	C9517	17	None
Y2004	TC	September	C9517	17	None
Y2004	TC	September	C9517	18	None
Y2004	TC	August	C9519	18	None
Y2004	TC	September	C9520/C9512	22	None
Y2004	TC	September	C9521	18	None
Y2004	TC	September	C9521	20	None
Y2004	TC	October	C9521	20	None
Y2004	TC	September	C9521	21	None
Y2004	TC	October	C9521	21	None
Y2004	TC	August	C9523	25	None
Y2004	TC	September	C9523	23	None
Y2004	TC	September	C9523	22	None
Y2004	TC	October	C9523	22	None
Y2004	TC	October	C9523	24	None
Y2004	TC	August	C9524	22	None
Y2004	TC	September	C9524	22	None
Y2004	TC	September	C9524	22	None
Y2004	TC	October	C9524	22	None
Y2004	TC	September	C9527/C9957	25	None
Y2004	TC	September	C9529	19	None
Y2004	TC	October	C9532	23	None
Y2005	TC	October	C9541	21	None
Y2005	TC	October	C9543	20	None
Y2005	TC	October	C9547	23	None
Y2006	TC	May	C9549	24	None
Y2004	TC	October	C9555	19	None
Y2004	TC	September	C9557	22	None
Y2004	TC	July	C9560	18	None
Y2004	TC	July	C9564	19	None
Y2004	TC	July	C9565	24	None
Y2004	TC	September	C9566	25	None
Y2004	TC	August	C9568	19	None
Y2004	TC	August	C9569	22	None
Y2004	TC	July	C9571	21	None
Y2005	TC	October	C9594	20	None
Y2006	TC	June	C9600	18	None
Y2006	TC	July	C9600	21	None
Y2006	TC	August	C9600	23	None
Y2006	TC	September	C9600	24	None
Y2006	TC	September	C9600	26	None
Y2006	TC	October	C9600	26	None
Y2006	TC	August	C9600	26	None
Y2006	TC	May	C9605	24	None
Y2006	TC	May	C9608	26	None
Y2006	TC	June	C9608	25	None
Y2006	TC	July	C9608	24	None
Y2006	TC	August	C9608	26	None
Y2006	TC	September	C9608	25	None
Y2006	TC	September	C9608	27	None
Y2006	TC	October	C9608	26	None
Y2007	TC	June	C9608	27	None
Y2006	TC	May	C9608	25	None
Y2006	TC	July	C9613	22	None
Y2006	TC	August	C9613	23	None
Y2006	TC	September	C9613	26	None
Y2006	TC	May	C9616	24	None
Y2006	TC	May	C9616	25	None
Y2006	TC	May	C9621	28	None
Y2006	TC	May	C9622	18	None
Y2006	TC	August	C9629/C9858	20	None
Y2006	TC	May	C9635	26	None
Y2006	TC	June	C9636	20	None
Y2006	TC	June	C9636	21	None
Y2006	TC	July	C9636	21	None
Y2006	TC	August	C9636	23	None
Y2006	TC	September	C9636	24	None
Y2006	TC	September	C9636	26	None
Y2006	TC	October	C9636	26	None
Y2006	TC	June	C9640	26	None
Y2006	TC	June	C9640	27	None
Y2006	TC	July	C9640	25	None
Y2006	TC	August	C9640	29	None
Y2006	TC	July	C9647	12	None
Y2006	TC	August	C9647	14	None
Y2006	TC	May	C9651	17	None
Y2006	TC	June	C9653	18	None
Y2006	TC	June	C9660	20	None
Y2006	TC	July	C9660	19	None
Y2006	TC	June	C9664	21	None
Y2006	TC	June	C9664	24	None
Y2006	TC	July	C9664	22	None
Y2006	TC	August	C9664	22	None
Y2006	TC	September	C9664	23	None
Y2006	TC	September	C9664	24	None
Y2006	TC	August	C9664	25	None
Y2007	TC	June	C9673	25	None
Y2007	TC	July	C9673	28	None
Y2006	TC	August	C9676	18	None
Y2006	TC	September	C9676	23	None
Y2006	TC	October	C9676	24	None
Y2007	TC	June	C9676	26	None
Y2007	TC	July	C9676	27	None
Y2006	TC	July	C9679	20	None
Y2006	TC	August	C9679	21	None
Y2006	TC	September	C9679	25	None
Y2006	TC	September	C9679	28	None
Y2006	TC	October	C9679	27	None
Y2006	TC	August	C9679	32	None
Y2006	TC	July	C9685	19	None
Y2006	TC	August	C9685	22	None
Y2006	TC	June	C9686	22	None
Y2006	TC	July	C9686	21	None
Y2006	TC	August	C9686	23	None
Y2006	TC	September	C9686	27	None
Y2006	TC	June	C9688	20	None
Y2006	TC	July	C9688	21	None
Y2006	TC	August	C9688	25	None
Y2006	TC	June	C9691	24	None
Y2006	TC	June	C9691	25	None
Y2006	TC	July	C9691	24	None
Y2006	TC	August	C9691	26	None
Y2006	TC	September	C9691	25	None
Y2006	TC	September	C9691	23	None
Y2006	TC	October	C9691	27	None
Y2006	TC	August	C9691	27	None
Y2007	TC	June	C9691	23	None
Y2007	TC	July	C9691	28	None
Y2007	TC	August	C9691	29	None
Y2007	TC	September	C9691	30	None
Y2006	TC	June	C9692	18	None
Y2006	TC	June	C9692	22	None
Y2006	TC	July	C9692	21	None
Y2006	TC	August	C9692	20	None
Y2006	TC	September	C9692	23	None
Y2006	TC	September	C9692	25	None
Y2006	TC	October	C9692	26	None
Y2006	TC	August	C9692	24	None
Y2004	GC	July	C9693	21	None
Y2006	TC	June	C9698	24	None
Y2006	TC	July	C9698	20	None
Y2006	TC	August	C9698	21	None
Y2006	TC	September	C9698	22	None
